76,124
338,622
39,165
456,250
39,395
106,438
487,493
26,542
133,765
515,233
279,574
95,691
335,156
43,205
183,376
393,240
333,674
342,51
213,78
603,96
204,153
168,477
370,369
277,22
171,630
555,376
257,537
206,314
24,682
64,347
205,594
410,626
509,695
471,668
440,593
194,272
312,434
73,72
493,84
450,342
391,296
499,362
436,299
582,203
256,684
409,115
165,421
574,767
404,488
296,238
116,277
343,564
517,294
602,318
152,568
428,75
18,98
610,407
494,541
351,214
419,434
42,722
623,265
72,524
74,600
80,170
391,679
569,74
156,132
238,435
462,398
80,17
166,65
469,627
343,274
