938,56
727,160
1138,201
1242,134
1163,428
1100,587
1028,483
1071,502
1165,24
763,454
1169,237
1254,77
867,700
1082,398
872,39
762,503
812,350
700,238
977,18
1116,81
1086,667
657,270
995,627
1032,763
906,385
1005,315
840,156
960,343
963,699
1193,163
1055,262
1114,166
1129,317
800,294
1047,190
1227,696
742,718
791,100
1154,661
813,502
957,395
998,156
1207,59
1156,539
815,396
1168,484
1025,587
1011,42
994,217
960,450
1196,397
1028,655
728,294
717,201
680,27
867,111
882,541
1155,585
927,276
781,698
780,34
916,155
874,748
682,384
1260,579
943,781
987,562
1183,621
1248,288
1039,99
1117,491
994,779
844,232
1084,453
993,733
