1054,244
516,207
506,152
822,560
661,102
494,411
705,312
503,457
866,175
66,662
1149,578
749,386
114,539
1034,50
618,132
815,23
433,210
593,225
94,451
1066,76
207,577
376,204
199,270
822,615
888,51
1250,525
146,227
19,140
23,580
276,467
197,16
256,534
910,730
1234,87
155,179
281,62
687,152
335,284
139,289
806,401
1078,503
232,163
1153,730
878,516
375,489
1002,408
868,220
782,493
171,658
199,84
846,277
908,109
130,391
991,129
296,591
331,216
1249,721
735,283
740,448
802,178
1072,698
601,290
1055,303
773,424
1235,189
1037,444
512,291
466,485
1112,35
83,389
371,427
1142,509
263,655
571,164
1192,166
721,95
1226,451
548,74
42,759
1259,322
420,592
793,348
443,396
805,449
1037,581
997,271
386,326
348,141
1253,369
354,354
466,705
95,762
96,18
1053,377
296,509
765,195
920,463
946,41
887,693
1215,646
