40,698
556,54
175,42
920,370
774,755
915,613
118,360
373,621
123,29
865,406
344,487
1153,205
457,567
552,169
551,752
354,441
696,728
1179,304
219,76
396,339
322,683
1206,43
1259,781
1033,648
1080,503
960,106
143,771
614,183
1104,124
255,43
993,45
106,297
657,103
304,196
335,338
880,282
180,186
1102,690
334,168
169,563
1069,433
68,141
437,468
1029,513
519,693
394,385
662,15
844,558
867,195
1064,603
733,173
161,96
977,348
30,422
369,103
499,556
669,197
1174,111
109,411
517,645
269,176
305,535
808,182
285,736
374,534
714,110
149,608
464,670
901,133
961,663
927,32
729,688
617,705
790,260
88,587
934,697
1180,465
800,49
232,447
1208,168
245,362
1106,406
664,779
1063,264
273,234
898,227
972,167
33,621
914,527
305,395
338,753
1179,605
731,621
330,267
490,66
434,625
425,698
604,88
450,144
1144,675
