1102,369
308,322
312,43
169,181
1204,563
817,753
921,497
884,249
398,757
505,169
249,449
615,771
164,626
874,781
1250,164
175,766
843,492
165,336
841,350
150,667
1056,128
1070,19
969,560
185,479
134,534
364,25
480,606
1114,239
869,28
908,133
535,105
353,138
292,782
164,377
1175,426
301,206
314,673
377,416
1189,763
620,31
276,63
973,269
1218,336
914,679
536,771
1218,429
988,117
806,630
1167,98
296,612
846,636
1249,493
1095,606
1034,691
80,318
873,172
760,724
398,557
936,614
428,304
1079,304
577,37
238,507
1008,237
348,377
1018,565
271,719
50,633
528,25
31,149
439,151
580,153
1176,379
1064,661
231,258
96,440
574,620
946,31
353,651
47,393
90,580
1228,99
412,625
1066,88
170,432
127,745
1150,585
396,117
33,231
514,720
1126,329
32,672
191,59
404,56
1183,56
1223,210
686,197
892,69
803,100
316,448
108,688
703,646
793,574
95,143
760,32
917,763
240,645
1119,783
63,85
169,94
720,591
1185,226
1141,273
608,197
1176,478
979,383
1037,756
477,104
317,92
105,391
997,47
1068,493
470,36
1245,700
956,689
35,313
812,670
26,529
895,564
427,426
728,212
1161,139
467,268
1262,285
734,767
889,383
852,292
475,550
270,551
228,690
805,259
1104,412
387,364
202,142
682,742
544,663
845,135
335,177
1116,62
76,242
