125,475
376,67
96,292
191,770
1156,496
345,735
263,410
863,110
1002,410
372,437
265,522
947,741
429,676
678,503
1116,382
758,431
180,133
899,631
503,198
1222,736
376,592
887,284
1006,604
971,284
678,226
25,431
675,73
490,45
736,201
524,610
439,301
809,295
790,748
703,701
516,535
279,701
769,611
207,253
833,554
793,356
195,471
44,90
192,640
1154,578
893,434
1015,205
1242,461
1069,517
639,282
338,269
1082,627
1163,249
161,34
622,142
479,253
38,243
424,228
614,588
94,43
1025,661
951,113
662,763
1231,402
81,177
464,474
862,379
65,651
1042,267
831,30
1060,72
938,367
201,531
213,358
386,530
41,343
735,553
803,118
564,307
275,66
94,747
576,670
1158,665
484,734
531,128
593,73
1080,716
537,457
113,536
1249,245
495,359
1125,83
121,388
994,492
133,653
851,231
1213,342
48,521
246,164
407,123
1207,146
