980,549
713,321
248,583
886,400
637,252
835,287
534,342
901,214
254,279
959,510
922,382
233,366
269,413
711,206
205,530
470,408
427,418
754,458
533,456
398,578
628,316
315,401
1028,548
579,226
875,492
362,545
365,405
887,449
1017,335
918,318
470,502
791,490
447,547
515,224
683,398
1033,490
417,235
289,573
769,338
288,236
458,352
287,350
981,425
1072,391
963,371
408,498
440,471
378,302
564,416
219,477
957,592
241,221
748,290
799,402
812,590
970,320
373,355
303,481
631,391
322,290
213,304
403,384
943,285
933,554
1017,262
567,270
827,219
776,222
229,414
708,281
876,291
715,435
628,213
667,338
463,241
