1205,58
1225,592
438,732
80,669
832,82
869,780
1225,387
579,655
190,248
20,15
410,607
879,331
830,711
408,562
400,187
332,25
853,232
23,755
438,655
253,244
1165,676
1253,170
863,446
356,505
1192,461
839,582
436,75
1125,171
969,667
304,758
62,103
346,773
971,74
235,339
972,487
793,293
161,151
1175,617
313,528
106,519
649,118
799,120
699,674
436,475
690,579
36,251
161,566
164,777
1014,688
654,654
1032,166
36,583
871,622
965,348
1102,224
1011,379
45,502
732,233
466,168
942,527
503,744
731,151
360,89
749,571
1210,98
231,281
259,752
190,712
146,275
1052,92
975,737
188,467
643,760
869,99
49,312
915,248
1256,53
963,602
815,178
104,122
1094,99
369,225
1062,679
375,637
794,438
1117,525
255,446
923,131
1071,403
363,443
114,310
525,290
81,60
1237,451
88,619
466,431
230,652
1247,746
383,339
1168,529
