806,148
46,726
380,746
168,107
875,410
960,305
566,503
1259,378
876,557
1117,330
628,304
86,356
739,31
1116,107
796,25
549,308
630,616
1079,692
765,230
220,109
93,117
579,387
743,383
304,148
366,413
1173,579
997,636
194,248
623,733
1033,594
825,389
882,771
487,415
349,133
175,412
385,315
903,323
1142,198
46,240
246,716
512,670
192,35
899,55
1263,614
334,350
242,486
416,781
1095,731
145,279
925,431
522,238
1109,19
130,618
513,94
431,99
1005,63
1246,512
1112,154
187,156
1119,462
734,743
1225,772
428,472
1036,441
111,733
91,784
1261,105
818,694
644,243
1095,570
577,781
436,268
534,743
382,516
951,240
451,692
520,607
729,187
472,496
649,177
277,437
1258,662
1025,507
588,178
98,406
755,518
835,179
274,62
536,409
435,23
672,368
574,620
85,483
1254,287
274,369
1185,661
143,777
261,123
1205,442
85,76
